persona_id,age,age_bucket,gender,race_ethnicity,education,income_bracket,ses,party_id,ideology,persona_text
5978,86,65+,male,White,No HS / HS only,100k-150k,Upper-middle,Republican,Liberal,"86-year-old White male American with no hs / hs only education, 100k-150k income, Republican party identification, and a liberal political ideology."
5979,22,18-29,male,White,No HS / HS only,75k-100k,Upper-middle,Independent / Other,Conservative,"22-year-old White male American with no hs / hs only education, 75k-100k income, Independent / Other party identification, and a conservative political ideology."
5980,86,65+,female,White,No HS / HS only,75k-100k,Upper-middle,Republican,Moderate,"86-year-old White female American with no hs / hs only education, 75k-100k income, Republican party identification, and a moderate political ideology."
5981,34,30-44,female,Hispanic,Some college / Associate,150k+,High,Republican,Moderate,"34-year-old Hispanic female American with some college / associate education, 150k+ income, Republican party identification, and a moderate political ideology."
5982,70,65+,female,White,No HS / HS only,75k-100k,Upper-middle,Democrat,Moderate,"70-year-old White female American with no hs / hs only education, 75k-100k income, Democrat party identification, and a moderate political ideology."
5983,20,18-29,female,Asian,Graduate degree,50k-75k,Upper-middle,Republican,Conservative,"20-year-old Asian female American with graduate degree education, 50k-75k income, Republican party identification, and a conservative political ideology."
5984,68,65+,female,White,No HS / HS only,<25k,Low,Democrat,Conservative,"68-year-old White female American with no hs / hs only education, <25k income, Democrat party identification, and a conservative political ideology."
5985,85,65+,female,Hispanic,No HS / HS only,<25k,Low,Democrat,Moderate,"85-year-old Hispanic female American with no hs / hs only education, <25k income, Democrat party identification, and a moderate political ideology."
5986,43,30-44,female,White,Some college / Associate,<25k,Low,Democrat,Liberal,"43-year-old White female American with some college / associate education, <25k income, Democrat party identification, and a liberal political ideology."
5987,71,65+,female,White,Some college / Associate,75k-100k,Upper-middle,Republican,Moderate,"71-year-old White female American with some college / associate education, 75k-100k income, Republican party identification, and a moderate political ideology."
5988,76,65+,male,White,No HS / HS only,150k+,High,Republican,Conservative,"76-year-old White male American with no hs / hs only education, 150k+ income, Republican party identification, and a conservative political ideology."
5989,29,18-29,male,White,Bachelor's,<25k,Upper-middle,Democrat,Moderate,"29-year-old White male American with bachelor's education, <25k income, Democrat party identification, and a moderate political ideology."
5990,43,30-44,female,White,Some college / Associate,50k-75k,Middle,Independent / Other,Conservative,"43-year-old White female American with some college / associate education, 50k-75k income, Independent / Other party identification, and a conservative political ideology."
5991,34,30-44,female,Hispanic,No HS / HS only,50k-75k,Middle,Democrat,Moderate,"34-year-old Hispanic female American with no hs / hs only education, 50k-75k income, Democrat party identification, and a moderate political ideology."
5992,40,30-44,female,White,Some college / Associate,75k-100k,Upper-middle,Republican,Moderate,"40-year-old White female American with some college / associate education, 75k-100k income, Republican party identification, and a moderate political ideology."
5993,66,65+,male,White,Some college / Associate,100k-150k,Upper-middle,Republican,Liberal,"66-year-old White male American with some college / associate education, 100k-150k income, Republican party identification, and a liberal political ideology."
5994,27,18-29,female,Hispanic,No HS / HS only,<25k,Low,Independent / Other,Moderate,"27-year-old Hispanic female American with no hs / hs only education, <25k income, Independent / Other party identification, and a moderate political ideology."
5995,20,18-29,female,White,No HS / HS only,75k-100k,Upper-middle,Independent / Other,Very liberal,"20-year-old White female American with no hs / hs only education, 75k-100k income, Independent / Other party identification, and a very liberal political ideology."
5996,22,18-29,male,Hispanic,Some college / Associate,<25k,Low,Independent / Other,Moderate,"22-year-old Hispanic male American with some college / associate education, <25k income, Independent / Other party identification, and a moderate political ideology."
5997,50,45-64,female,White,No HS / HS only,25k-50k,Lower-middle,Republican,Conservative,"50-year-old White female American with no hs / hs only education, 25k-50k income, Republican party identification, and a conservative political ideology."
5998,85,65+,female,Hispanic,No HS / HS only,75k-100k,Upper-middle,Democrat,Liberal,"85-year-old Hispanic female American with no hs / hs only education, 75k-100k income, Democrat party identification, and a liberal political ideology."
5999,52,45-64,female,White,No HS / HS only,100k-150k,Upper-middle,Independent / Other,Liberal,"52-year-old White female American with no hs / hs only education, 100k-150k income, Independent / Other party identification, and a liberal political ideology."
6000,69,65+,male,Black,No HS / HS only,25k-50k,Lower-middle,Independent / Other,Very conservative,"69-year-old Black male American with no hs / hs only education, 25k-50k income, Independent / Other party identification, and a very conservative political ideology."
6001,39,30-44,female,Black,Some college / Associate,25k-50k,Lower-middle,Democrat,Conservative,"39-year-old Black female American with some college / associate education, 25k-50k income, Democrat party identification, and a conservative political ideology."
6002,42,30-44,male,Black,Some college / Associate,75k-100k,Upper-middle,Republican,Liberal,"42-year-old Black male American with some college / associate education, 75k-100k income, Republican party identification, and a liberal political ideology."
6003,75,65+,male,White,Some college / Associate,50k-75k,Middle,Independent / Other,Moderate,"75-year-old White male American with some college / associate education, 50k-75k income, Independent / Other party identification, and a moderate political ideology."
6004,58,45-64,male,White,No HS / HS only,25k-50k,Lower-middle,Independent / Other,Moderate,"58-year-old White male American with no hs / hs only education, 25k-50k income, Independent / Other party identification, and a moderate political ideology."
6005,26,18-29,male,Hispanic,Some college / Associate,25k-50k,Lower-middle,Democrat,Very liberal,"26-year-old Hispanic male American with some college / associate education, 25k-50k income, Democrat party identification, and a very liberal political ideology."
6006,19,18-29,male,White,No HS / HS only,50k-75k,Middle,Democrat,Very liberal,"19-year-old White male American with no hs / hs only education, 50k-75k income, Democrat party identification, and a very liberal political ideology."
6007,78,65+,female,White,Some college / Associate,<25k,Low,Republican,Conservative,"78-year-old White female American with some college / associate education, <25k income, Republican party identification, and a conservative political ideology."
6008,28,18-29,male,White,Bachelor's,75k-100k,Upper-middle,Independent / Other,Moderate,"28-year-old White male American with bachelor's education, 75k-100k income, Independent / Other party identification, and a moderate political ideology."
6009,59,45-64,male,Black,Graduate degree,<25k,Upper-middle,Independent / Other,Moderate,"59-year-old Black male American with graduate degree education, <25k income, Independent / Other party identification, and a moderate political ideology."
6010,51,45-64,female,White,Bachelor's,25k-50k,Upper-middle,Independent / Other,Liberal,"51-year-old White female American with bachelor's education, 25k-50k income, Independent / Other party identification, and a liberal political ideology."
6011,50,45-64,female,White,Some college / Associate,25k-50k,Lower-middle,Democrat,Moderate,"50-year-old White female American with some college / associate education, 25k-50k income, Democrat party identification, and a moderate political ideology."
6012,78,65+,male,White,Some college / Associate,100k-150k,Upper-middle,Republican,Liberal,"78-year-old White male American with some college / associate education, 100k-150k income, Republican party identification, and a liberal political ideology."
6013,54,45-64,female,White,Graduate degree,<25k,Upper-middle,Democrat,Liberal,"54-year-old White female American with graduate degree education, <25k income, Democrat party identification, and a liberal political ideology."
6014,37,30-44,female,Other / Mixed,Graduate degree,100k-150k,High,Independent / Other,Moderate,"37-year-old Other / Mixed female American with graduate degree education, 100k-150k income, Independent / Other party identification, and a moderate political ideology."
6015,86,65+,female,White,Graduate degree,50k-75k,Upper-middle,Democrat,Liberal,"86-year-old White female American with graduate degree education, 50k-75k income, Democrat party identification, and a liberal political ideology."
6016,26,18-29,female,White,Bachelor's,25k-50k,Upper-middle,Independent / Other,Liberal,"26-year-old White female American with bachelor's education, 25k-50k income, Independent / Other party identification, and a liberal political ideology."
6017,43,30-44,male,White,Graduate degree,50k-75k,Upper-middle,Independent / Other,Conservative,"43-year-old White male American with graduate degree education, 50k-75k income, Independent / Other party identification, and a conservative political ideology."
6018,69,65+,male,White,Bachelor's,<25k,Upper-middle,Republican,Moderate,"69-year-old White male American with bachelor's education, <25k income, Republican party identification, and a moderate political ideology."
6019,30,30-44,male,White,No HS / HS only,50k-75k,Middle,Democrat,Moderate,"30-year-old White male American with no hs / hs only education, 50k-75k income, Democrat party identification, and a moderate political ideology."
6020,21,18-29,female,White,No HS / HS only,<25k,Low,Independent / Other,Conservative,"21-year-old White female American with no hs / hs only education, <25k income, Independent / Other party identification, and a conservative political ideology."
6021,87,65+,female,Hispanic,Some college / Associate,25k-50k,Lower-middle,Independent / Other,Liberal,"87-year-old Hispanic female American with some college / associate education, 25k-50k income, Independent / Other party identification, and a liberal political ideology."
6022,33,30-44,female,White,Graduate degree,75k-100k,Upper-middle,Democrat,Moderate,"33-year-old White female American with graduate degree education, 75k-100k income, Democrat party identification, and a moderate political ideology."
6023,53,45-64,male,White,No HS / HS only,75k-100k,Upper-middle,Independent / Other,Very conservative,"53-year-old White male American with no hs / hs only education, 75k-100k income, Independent / Other party identification, and a very conservative political ideology."
6024,68,65+,male,White,No HS / HS only,100k-150k,Upper-middle,Independent / Other,Conservative,"68-year-old White male American with no hs / hs only education, 100k-150k income, Independent / Other party identification, and a conservative political ideology."
6025,52,45-64,female,Black,Some college / Associate,100k-150k,Upper-middle,Independent / Other,Liberal,"52-year-old Black female American with some college / associate education, 100k-150k income, Independent / Other party identification, and a liberal political ideology."
6026,34,30-44,female,White,Graduate degree,<25k,Upper-middle,Republican,Conservative,"34-year-old White female American with graduate degree education, <25k income, Republican party identification, and a conservative political ideology."
6027,60,45-64,female,Hispanic,Some college / Associate,25k-50k,Lower-middle,Republican,Conservative,"60-year-old Hispanic female American with some college / associate education, 25k-50k income, Republican party identification, and a conservative political ideology."
6028,26,18-29,male,Hispanic,No HS / HS only,150k+,High,Democrat,Very liberal,"26-year-old Hispanic male American with no hs / hs only education, 150k+ income, Democrat party identification, and a very liberal political ideology."
6029,18,18-29,female,White,Some college / Associate,75k-100k,Upper-middle,Independent / Other,Conservative,"18-year-old White female American with some college / associate education, 75k-100k income, Independent / Other party identification, and a conservative political ideology."
6030,62,45-64,female,White,Graduate degree,50k-75k,Upper-middle,Republican,Conservative,"62-year-old White female American with graduate degree education, 50k-75k income, Republican party identification, and a conservative political ideology."
6031,32,30-44,female,Hispanic,No HS / HS only,75k-100k,Upper-middle,Democrat,Conservative,"32-year-old Hispanic female American with no hs / hs only education, 75k-100k income, Democrat party identification, and a conservative political ideology."
6032,22,18-29,male,White,No HS / HS only,<25k,Low,Democrat,Liberal,"22-year-old White male American with no hs / hs only education, <25k income, Democrat party identification, and a liberal political ideology."
6033,52,45-64,male,Black,Bachelor's,25k-50k,Upper-middle,Republican,Liberal,"52-year-old Black male American with bachelor's education, 25k-50k income, Republican party identification, and a liberal political ideology."
6034,44,30-44,female,Asian,Bachelor's,75k-100k,Upper-middle,Republican,Liberal,"44-year-old Asian female American with bachelor's education, 75k-100k income, Republican party identification, and a liberal political ideology."
6035,60,45-64,male,White,No HS / HS only,25k-50k,Lower-middle,Democrat,Moderate,"60-year-old White male American with no hs / hs only education, 25k-50k income, Democrat party identification, and a moderate political ideology."
6036,19,18-29,female,Hispanic,No HS / HS only,<25k,Low,Independent / Other,Conservative,"19-year-old Hispanic female American with no hs / hs only education, <25k income, Independent / Other party identification, and a conservative political ideology."
6037,54,45-64,male,White,No HS / HS only,25k-50k,Lower-middle,Republican,Moderate,"54-year-old White male American with no hs / hs only education, 25k-50k income, Republican party identification, and a moderate political ideology."
6038,20,18-29,female,Asian,Bachelor's,25k-50k,Upper-middle,Republican,Conservative,"20-year-old Asian female American with bachelor's education, 25k-50k income, Republican party identification, and a conservative political ideology."
6039,40,30-44,female,Hispanic,Some college / Associate,25k-50k,Lower-middle,Democrat,Moderate,"40-year-old Hispanic female American with some college / associate education, 25k-50k income, Democrat party identification, and a moderate political ideology."
6040,55,45-64,female,White,Bachelor's,<25k,Upper-middle,Democrat,Very conservative,"55-year-old White female American with bachelor's education, <25k income, Democrat party identification, and a very conservative political ideology."
6041,83,65+,female,White,Some college / Associate,100k-150k,Upper-middle,Democrat,Conservative,"83-year-old White female American with some college / associate education, 100k-150k income, Democrat party identification, and a conservative political ideology."
6042,83,65+,female,White,No HS / HS only,150k+,High,Republican,Conservative,"83-year-old White female American with no hs / hs only education, 150k+ income, Republican party identification, and a conservative political ideology."
6043,37,30-44,female,Black,Some college / Associate,100k-150k,Upper-middle,Democrat,Liberal,"37-year-old Black female American with some college / associate education, 100k-150k income, Democrat party identification, and a liberal political ideology."
6044,86,65+,male,White,Bachelor's,50k-75k,Upper-middle,Republican,Moderate,"86-year-old White male American with bachelor's education, 50k-75k income, Republican party identification, and a moderate political ideology."
6045,75,65+,male,White,No HS / HS only,25k-50k,Lower-middle,Republican,Conservative,"75-year-old White male American with no hs / hs only education, 25k-50k income, Republican party identification, and a conservative political ideology."
6046,54,45-64,female,Hispanic,No HS / HS only,<25k,Low,Independent / Other,Conservative,"54-year-old Hispanic female American with no hs / hs only education, <25k income, Independent / Other party identification, and a conservative political ideology."
6047,54,45-64,male,White,Bachelor's,100k-150k,High,Independent / Other,Very conservative,"54-year-old White male American with bachelor's education, 100k-150k income, Independent / Other party identification, and a very conservative political ideology."
6048,80,65+,female,Asian,No HS / HS only,<25k,Low,Independent / Other,Very liberal,"80-year-old Asian female American with no hs / hs only education, <25k income, Independent / Other party identification, and a very liberal political ideology."
6049,64,45-64,male,Asian,No HS / HS only,50k-75k,Middle,Independent / Other,Moderate,"64-year-old Asian male American with no hs / hs only education, 50k-75k income, Independent / Other party identification, and a moderate political ideology."
6050,88,65+,female,Hispanic,Some college / Associate,<25k,Low,Republican,Conservative,"88-year-old Hispanic female American with some college / associate education, <25k income, Republican party identification, and a conservative political ideology."
6051,23,18-29,female,Other / Mixed,Graduate degree,<25k,Upper-middle,Democrat,Moderate,"23-year-old Other / Mixed female American with graduate degree education, <25k income, Democrat party identification, and a moderate political ideology."
6052,50,45-64,female,White,No HS / HS only,25k-50k,Lower-middle,Independent / Other,Moderate,"50-year-old White female American with no hs / hs only education, 25k-50k income, Independent / Other party identification, and a moderate political ideology."
6053,44,30-44,female,White,Some college / Associate,25k-50k,Lower-middle,Republican,Very conservative,"44-year-old White female American with some college / associate education, 25k-50k income, Republican party identification, and a very conservative political ideology."
6054,32,30-44,female,White,Graduate degree,50k-75k,Upper-middle,Independent / Other,Moderate,"32-year-old White female American with graduate degree education, 50k-75k income, Independent / Other party identification, and a moderate political ideology."
6055,33,30-44,female,Asian,No HS / HS only,150k+,High,Republican,Very conservative,"33-year-old Asian female American with no hs / hs only education, 150k+ income, Republican party identification, and a very conservative political ideology."
6056,56,45-64,female,White,Graduate degree,100k-150k,High,Independent / Other,Very conservative,"56-year-old White female American with graduate degree education, 100k-150k income, Independent / Other party identification, and a very conservative political ideology."
6057,19,18-29,male,White,No HS / HS only,150k+,High,Independent / Other,Conservative,"19-year-old White male American with no hs / hs only education, 150k+ income, Independent / Other party identification, and a conservative political ideology."
6058,56,45-64,male,Hispanic,Some college / Associate,75k-100k,Upper-middle,Republican,Conservative,"56-year-old Hispanic male American with some college / associate education, 75k-100k income, Republican party identification, and a conservative political ideology."
6059,19,18-29,female,Black,Some college / Associate,25k-50k,Lower-middle,Republican,Moderate,"19-year-old Black female American with some college / associate education, 25k-50k income, Republican party identification, and a moderate political ideology."
6060,54,45-64,male,White,Some college / Associate,50k-75k,Middle,Democrat,Moderate,"54-year-old White male American with some college / associate education, 50k-75k income, Democrat party identification, and a moderate political ideology."
6061,55,45-64,male,White,Bachelor's,25k-50k,Upper-middle,Democrat,Conservative,"55-year-old White male American with bachelor's education, 25k-50k income, Democrat party identification, and a conservative political ideology."
6062,59,45-64,male,White,No HS / HS only,<25k,Low,Independent / Other,Moderate,"59-year-old White male American with no hs / hs only education, <25k income, Independent / Other party identification, and a moderate political ideology."
6063,20,18-29,male,White,No HS / HS only,75k-100k,Upper-middle,Independent / Other,Conservative,"20-year-old White male American with no hs / hs only education, 75k-100k income, Independent / Other party identification, and a conservative political ideology."
6064,47,45-64,male,Hispanic,Graduate degree,50k-75k,Upper-middle,Democrat,Liberal,"47-year-old Hispanic male American with graduate degree education, 50k-75k income, Democrat party identification, and a liberal political ideology."
6065,45,45-64,female,Hispanic,Some college / Associate,75k-100k,Upper-middle,Independent / Other,Liberal,"45-year-old Hispanic female American with some college / associate education, 75k-100k income, Independent / Other party identification, and a liberal political ideology."
6066,63,45-64,female,Hispanic,Graduate degree,<25k,Upper-middle,Democrat,Very conservative,"63-year-old Hispanic female American with graduate degree education, <25k income, Democrat party identification, and a very conservative political ideology."
6067,62,45-64,female,Asian,Some college / Associate,50k-75k,Middle,Democrat,Liberal,"62-year-old Asian female American with some college / associate education, 50k-75k income, Democrat party identification, and a liberal political ideology."
6068,61,45-64,male,Black,Some college / Associate,50k-75k,Middle,Democrat,Liberal,"61-year-old Black male American with some college / associate education, 50k-75k income, Democrat party identification, and a liberal political ideology."
6069,30,30-44,male,White,Some college / Associate,75k-100k,Upper-middle,Democrat,Liberal,"30-year-old White male American with some college / associate education, 75k-100k income, Democrat party identification, and a liberal political ideology."
6070,31,30-44,male,Asian,Some college / Associate,50k-75k,Middle,Republican,Very liberal,"31-year-old Asian male American with some college / associate education, 50k-75k income, Republican party identification, and a very liberal political ideology."
6071,66,65+,female,Asian,Bachelor's,<25k,Upper-middle,Republican,Liberal,"66-year-old Asian female American with bachelor's education, <25k income, Republican party identification, and a liberal political ideology."
6072,25,18-29,female,White,No HS / HS only,100k-150k,Upper-middle,Democrat,Moderate,"25-year-old White female American with no hs / hs only education, 100k-150k income, Democrat party identification, and a moderate political ideology."
6073,47,45-64,female,White,No HS / HS only,25k-50k,Lower-middle,Independent / Other,Conservative,"47-year-old White female American with no hs / hs only education, 25k-50k income, Independent / Other party identification, and a conservative political ideology."
6074,72,65+,female,White,Graduate degree,50k-75k,Upper-middle,Independent / Other,Moderate,"72-year-old White female American with graduate degree education, 50k-75k income, Independent / Other party identification, and a moderate political ideology."
6075,40,30-44,male,Black,No HS / HS only,75k-100k,Upper-middle,Democrat,Very conservative,"40-year-old Black male American with no hs / hs only education, 75k-100k income, Democrat party identification, and a very conservative political ideology."
6076,72,65+,female,Black,Graduate degree,<25k,Upper-middle,Republican,Very liberal,"72-year-old Black female American with graduate degree education, <25k income, Republican party identification, and a very liberal political ideology."
6077,43,30-44,female,White,No HS / HS only,100k-150k,Upper-middle,Democrat,Moderate,"43-year-old White female American with no hs / hs only education, 100k-150k income, Democrat party identification, and a moderate political ideology."
6078,21,18-29,male,Asian,Bachelor's,<25k,Upper-middle,Republican,Liberal,"21-year-old Asian male American with bachelor's education, <25k income, Republican party identification, and a liberal political ideology."
6079,25,18-29,female,Hispanic,Some college / Associate,150k+,High,Independent / Other,Liberal,"25-year-old Hispanic female American with some college / associate education, 150k+ income, Independent / Other party identification, and a liberal political ideology."
6080,55,45-64,male,White,Graduate degree,25k-50k,Upper-middle,Independent / Other,Conservative,"55-year-old White male American with graduate degree education, 25k-50k income, Independent / Other party identification, and a conservative political ideology."
6081,52,45-64,male,Black,Some college / Associate,<25k,Low,Republican,Very conservative,"52-year-old Black male American with some college / associate education, <25k income, Republican party identification, and a very conservative political ideology."
6082,24,18-29,male,White,No HS / HS only,75k-100k,Upper-middle,Independent / Other,Liberal,"24-year-old White male American with no hs / hs only education, 75k-100k income, Independent / Other party identification, and a liberal political ideology."
6083,20,18-29,male,Other / Mixed,No HS / HS only,50k-75k,Middle,Independent / Other,Conservative,"20-year-old Other / Mixed male American with no hs / hs only education, 50k-75k income, Independent / Other party identification, and a conservative political ideology."
6084,41,30-44,female,White,No HS / HS only,25k-50k,Lower-middle,Republican,Very liberal,"41-year-old White female American with no hs / hs only education, 25k-50k income, Republican party identification, and a very liberal political ideology."
6085,75,65+,male,Asian,Bachelor's,25k-50k,Upper-middle,Independent / Other,Conservative,"75-year-old Asian male American with bachelor's education, 25k-50k income, Independent / Other party identification, and a conservative political ideology."
6086,53,45-64,female,Other / Mixed,No HS / HS only,25k-50k,Lower-middle,Republican,Very liberal,"53-year-old Other / Mixed female American with no hs / hs only education, 25k-50k income, Republican party identification, and a very liberal political ideology."
6087,64,45-64,female,Black,Graduate degree,150k+,High,Democrat,Moderate,"64-year-old Black female American with graduate degree education, 150k+ income, Democrat party identification, and a moderate political ideology."
6088,61,45-64,female,Hispanic,Graduate degree,25k-50k,Upper-middle,Democrat,Very liberal,"61-year-old Hispanic female American with graduate degree education, 25k-50k income, Democrat party identification, and a very liberal political ideology."
6089,72,65+,female,Black,Some college / Associate,25k-50k,Lower-middle,Independent / Other,Very liberal,"72-year-old Black female American with some college / associate education, 25k-50k income, Independent / Other party identification, and a very liberal political ideology."
6090,55,45-64,male,White,No HS / HS only,<25k,Low,Republican,Conservative,"55-year-old White male American with no hs / hs only education, <25k income, Republican party identification, and a conservative political ideology."
6091,79,65+,female,Hispanic,Bachelor's,75k-100k,Upper-middle,Republican,Moderate,"79-year-old Hispanic female American with bachelor's education, 75k-100k income, Republican party identification, and a moderate political ideology."
6092,55,45-64,male,White,Bachelor's,100k-150k,High,Independent / Other,Moderate,"55-year-old White male American with bachelor's education, 100k-150k income, Independent / Other party identification, and a moderate political ideology."
6093,35,30-44,male,White,Some college / Associate,25k-50k,Lower-middle,Independent / Other,Moderate,"35-year-old White male American with some college / associate education, 25k-50k income, Independent / Other party identification, and a moderate political ideology."
6094,53,45-64,male,White,Bachelor's,150k+,High,Independent / Other,Moderate,"53-year-old White male American with bachelor's education, 150k+ income, Independent / Other party identification, and a moderate political ideology."
6095,54,45-64,female,White,Some college / Associate,100k-150k,Upper-middle,Republican,Moderate,"54-year-old White female American with some college / associate education, 100k-150k income, Republican party identification, and a moderate political ideology."
6096,61,45-64,male,White,Bachelor's,100k-150k,High,Republican,Conservative,"61-year-old White male American with bachelor's education, 100k-150k income, Republican party identification, and a conservative political ideology."
6097,80,65+,male,Asian,Bachelor's,25k-50k,Upper-middle,Independent / Other,Very liberal,"80-year-old Asian male American with bachelor's education, 25k-50k income, Independent / Other party identification, and a very liberal political ideology."
6098,57,45-64,male,Other / Mixed,Some college / Associate,100k-150k,Upper-middle,Independent / Other,Liberal,"57-year-old Other / Mixed male American with some college / associate education, 100k-150k income, Independent / Other party identification, and a liberal political ideology."
6099,84,65+,female,Asian,Bachelor's,100k-150k,High,Independent / Other,Moderate,"84-year-old Asian female American with bachelor's education, 100k-150k income, Independent / Other party identification, and a moderate political ideology."
6100,63,45-64,female,Hispanic,No HS / HS only,25k-50k,Lower-middle,Democrat,Very conservative,"63-year-old Hispanic female American with no hs / hs only education, 25k-50k income, Democrat party identification, and a very conservative political ideology."
6101,20,18-29,female,Hispanic,Some college / Associate,100k-150k,Upper-middle,Independent / Other,Moderate,"20-year-old Hispanic female American with some college / associate education, 100k-150k income, Independent / Other party identification, and a moderate political ideology."
6102,26,18-29,female,Black,No HS / HS only,<25k,Low,Democrat,Liberal,"26-year-old Black female American with no hs / hs only education, <25k income, Democrat party identification, and a liberal political ideology."
6103,31,30-44,male,White,Some college / Associate,<25k,Low,Democrat,Moderate,"31-year-old White male American with some college / associate education, <25k income, Democrat party identification, and a moderate political ideology."
6104,25,18-29,male,White,Some college / Associate,150k+,High,Democrat,Moderate,"25-year-old White male American with some college / associate education, 150k+ income, Democrat party identification, and a moderate political ideology."
6105,61,45-64,female,Asian,Some college / Associate,100k-150k,Upper-middle,Democrat,Conservative,"61-year-old Asian female American with some college / associate education, 100k-150k income, Democrat party identification, and a conservative political ideology."
6106,63,45-64,male,White,No HS / HS only,<25k,Low,Democrat,Liberal,"63-year-old White male American with no hs / hs only education, <25k income, Democrat party identification, and a liberal political ideology."
6107,41,30-44,female,White,Some college / Associate,<25k,Low,Democrat,Conservative,"41-year-old White female American with some college / associate education, <25k income, Democrat party identification, and a conservative political ideology."
6108,60,45-64,male,Black,No HS / HS only,25k-50k,Lower-middle,Independent / Other,Very conservative,"60-year-old Black male American with no hs / hs only education, 25k-50k income, Independent / Other party identification, and a very conservative political ideology."
6109,59,45-64,male,White,No HS / HS only,25k-50k,Lower-middle,Independent / Other,Very liberal,"59-year-old White male American with no hs / hs only education, 25k-50k income, Independent / Other party identification, and a very liberal political ideology."
6110,39,30-44,female,Asian,Bachelor's,50k-75k,Upper-middle,Democrat,Moderate,"39-year-old Asian female American with bachelor's education, 50k-75k income, Democrat party identification, and a moderate political ideology."
6111,21,18-29,female,White,Some college / Associate,75k-100k,Upper-middle,Republican,Conservative,"21-year-old White female American with some college / associate education, 75k-100k income, Republican party identification, and a conservative political ideology."
6112,19,18-29,female,White,Graduate degree,100k-150k,High,Independent / Other,Very liberal,"19-year-old White female American with graduate degree education, 100k-150k income, Independent / Other party identification, and a very liberal political ideology."
6113,68,65+,female,White,No HS / HS only,<25k,Low,Independent / Other,Liberal,"68-year-old White female American with no hs / hs only education, <25k income, Independent / Other party identification, and a liberal political ideology."
6114,84,65+,female,White,No HS / HS only,75k-100k,Upper-middle,Democrat,Very conservative,"84-year-old White female American with no hs / hs only education, 75k-100k income, Democrat party identification, and a very conservative political ideology."
6115,82,65+,female,Asian,Bachelor's,50k-75k,Upper-middle,Independent / Other,Conservative,"82-year-old Asian female American with bachelor's education, 50k-75k income, Independent / Other party identification, and a conservative political ideology."
6116,59,45-64,female,White,Some college / Associate,50k-75k,Middle,Democrat,Conservative,"59-year-old White female American with some college / associate education, 50k-75k income, Democrat party identification, and a conservative political ideology."
6117,47,45-64,female,White,Bachelor's,100k-150k,High,Republican,Conservative,"47-year-old White female American with bachelor's education, 100k-150k income, Republican party identification, and a conservative political ideology."
6118,56,45-64,male,White,Some college / Associate,100k-150k,Upper-middle,Independent / Other,Very conservative,"56-year-old White male American with some college / associate education, 100k-150k income, Independent / Other party identification, and a very conservative political ideology."
6119,57,45-64,male,White,Some college / Associate,<25k,Low,Independent / Other,Moderate,"57-year-old White male American with some college / associate education, <25k income, Independent / Other party identification, and a moderate political ideology."
6120,23,18-29,male,White,No HS / HS only,100k-150k,Upper-middle,Republican,Moderate,"23-year-old White male American with no hs / hs only education, 100k-150k income, Republican party identification, and a moderate political ideology."
6121,50,45-64,male,Asian,No HS / HS only,50k-75k,Middle,Independent / Other,Liberal,"50-year-old Asian male American with no hs / hs only education, 50k-75k income, Independent / Other party identification, and a liberal political ideology."
6122,61,45-64,female,White,Bachelor's,150k+,High,Independent / Other,Very conservative,"61-year-old White female American with bachelor's education, 150k+ income, Independent / Other party identification, and a very conservative political ideology."
6123,74,65+,female,White,No HS / HS only,100k-150k,Upper-middle,Republican,Liberal,"74-year-old White female American with no hs / hs only education, 100k-150k income, Republican party identification, and a liberal political ideology."
6124,40,30-44,female,White,No HS / HS only,50k-75k,Middle,Republican,Liberal,"40-year-old White female American with no hs / hs only education, 50k-75k income, Republican party identification, and a liberal political ideology."
6125,18,18-29,male,White,Some college / Associate,75k-100k,Upper-middle,Independent / Other,Moderate,"18-year-old White male American with some college / associate education, 75k-100k income, Independent / Other party identification, and a moderate political ideology."
6126,26,18-29,female,White,Some college / Associate,75k-100k,Upper-middle,Independent / Other,Liberal,"26-year-old White female American with some college / associate education, 75k-100k income, Independent / Other party identification, and a liberal political ideology."
6127,26,18-29,male,Hispanic,Some college / Associate,50k-75k,Middle,Democrat,Very liberal,"26-year-old Hispanic male American with some college / associate education, 50k-75k income, Democrat party identification, and a very liberal political ideology."
6128,84,65+,male,White,No HS / HS only,50k-75k,Middle,Republican,Moderate,"84-year-old White male American with no hs / hs only education, 50k-75k income, Republican party identification, and a moderate political ideology."
6129,70,65+,female,White,No HS / HS only,<25k,Low,Independent / Other,Moderate,"70-year-old White female American with no hs / hs only education, <25k income, Independent / Other party identification, and a moderate political ideology."
6130,64,45-64,female,White,Graduate degree,75k-100k,Upper-middle,Democrat,Conservative,"64-year-old White female American with graduate degree education, 75k-100k income, Democrat party identification, and a conservative political ideology."
6131,43,30-44,female,Other / Mixed,No HS / HS only,25k-50k,Lower-middle,Independent / Other,Moderate,"43-year-old Other / Mixed female American with no hs / hs only education, 25k-50k income, Independent / Other party identification, and a moderate political ideology."
6132,34,30-44,female,Asian,No HS / HS only,50k-75k,Middle,Independent / Other,Liberal,"34-year-old Asian female American with no hs / hs only education, 50k-75k income, Independent / Other party identification, and a liberal political ideology."
6133,48,45-64,male,White,No HS / HS only,50k-75k,Middle,Independent / Other,Liberal,"48-year-old White male American with no hs / hs only education, 50k-75k income, Independent / Other party identification, and a liberal political ideology."
